cust_code,total_visit,total_spend,cust_week,recency,weekly_frequency,weekly_monetory,avg_bastket_size,basket_sen_la,basket_sen_mm,basket_sen_um,basket_sen_xx,customer_sen_la,customer_sen_mm,customer_sen_up,customer_sen_xx,basket_type_ss,basket_type_tu,basket_type_fs,basket_type_xx,basket_dominant_fr,basket_dominant_gr,basket_dominant_mi,basket_dominant_nf,basket_dominant_xx
CUST0000667401,1,2.49,90,622,0.011111111111111112,0.027666666666666669,2.49,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
CUST0000813337,1,7.23,90,622,0.011111111111111112,0.08033333333333334,7.23,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
CUST0000138004,1,8.47,90,622,0.011111111111111112,0.094111111111111118,8.47,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
CUST0000961549,1,1.42,90,619,0.011111111111111112,0.015777777777777776,1.42,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
CUST0000006087,1,6.3500000000000005,90,618,0.011111111111111112,0.070555555555555566,6.3500000000000005,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
CUST0000221727,1,1.99,90,619,0.011111111111111112,0.022111111111111113,1.99,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000529901,1,0.98,90,623,0.011111111111111112,0.010888888888888889,0.98,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000271705,1,0.36,90,621,0.011111111111111112,0.004,0.36,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
CUST0000759149,1,1.54,90,618,0.011111111111111112,0.017111111111111112,1.54,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
CUST0000448976,1,0.56,90,623,0.011111111111111112,0.0062222222222222227,0.56,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
CUST0000034324,1,1.06,90,621,0.011111111111111112,0.011777777777777778,1.06,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CUST0000494345,1,12.49,90,620,0.011111111111111112,0.13877777777777778,12.49,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
CUST0000785765,1,9.94,90,618,0.011111111111111112,0.11044444444444444,9.94,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
CUST0000271623,1,1.38,90,624,0.011111111111111112,0.015333333333333332,1.38,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000978379,1,39.059999999999995,90,620,0.011111111111111112,0.43399999999999994,39.059999999999995,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
CUST0000785905,1,30.299999999999997,45,309,0.022222222222222223,0.67333333333333323,30.299999999999997,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
CUST0000052787,1,2.21,45,309,0.022222222222222223,0.049111111111111112,2.21,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
CUST0000582822,1,11.43,45,307,0.022222222222222223,0.254,11.43,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
CUST0000145194,1,1.65,45,308,0.022222222222222223,0.036666666666666667,1.65,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
CUST0000869469,1,10.490000000000002,45,307,0.022222222222222223,0.23311111111111116,10.490000000000002,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
CUST0000024062,1,94.4,45,303,0.022222222222222223,2.097777777777778,94.4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
CUST0000764951,1,165.73,45,305,0.022222222222222223,3.6828888888888889,165.73,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
CUST0000494143,1,2,45,309,0.022222222222222223,0.044444444444444446,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
CUST0000872240,1,1.95,45,309,0.022222222222222223,0.043333333333333335,1.95,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000195241,1,2.94,45,308,0.022222222222222223,0.065333333333333327,2.94,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000341074,1,2.44,45,305,0.022222222222222223,0.05422222222222222,2.44,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000163976,1,2.63,45,303,0.022222222222222223,0.058444444444444445,2.63,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000591448,1,1.84,45,309,0.022222222222222223,0.040888888888888891,1.84,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
CUST0000353722,1,3.0300000000000002,45,307,0.022222222222222223,0.067333333333333342,3.0300000000000002,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CUST0000417416,1,2.0700000000000003,45,306,0.022222222222222223,0.046000000000000006,2.0700000000000003,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CUST0000943026,1,0.42,45,308,0.022222222222222223,0.0093333333333333324,0.42,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
CUST0000594020,1,2.26,45,307,0.022222222222222223,0.050222222222222217,2.26,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000069692,1,1.56,45,304,0.022222222222222223,0.034666666666666665,1.56,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
CUST0000155784,1,31.460000000000004,45,304,0.022222222222222223,0.69911111111111124,31.460000000000004,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
CUST0000219443,1,2.58,45,305,0.022222222222222223,0.057333333333333333,2.58,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
CUST0000102595,1,0.83,45,306,0.022222222222222223,0.018444444444444444,0.83,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000419601,1,1.36,45,309,0.022222222222222223,0.030222222222222223,1.36,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
CUST0000252109,1,2.31,45,307,0.022222222222222223,0.051333333333333335,2.31,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000558734,1,67.96,45,305,0.022222222222222223,1.5102222222222221,67.96,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
CUST0000212674,1,7.7,45,308,0.022222222222222223,0.1711111111111111,7.7,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
CUST0000104156,1,0.62,45,306,0.022222222222222223,0.013777777777777778,0.62,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
CUST0000453645,1,1.11,45,305,0.022222222222222223,0.02466666666666667,1.11,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000631687,1,50.58,45,303,0.022222222222222223,1.1239999999999999,50.58,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
CUST0000853373,1,9.21,85,589,0.011764705882352941,0.1083529411764706,9.21,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
CUST0000151113,1,7.4499999999999993,85,586,0.011764705882352941,0.0876470588235294,7.4499999999999993,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
CUST0000069731,1,0.6,85,589,0.011764705882352941,0.0070588235294117641,0.6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
CUST0000948373,1,28.459999999999997,85,589,0.011764705882352941,0.33482352941176469,28.459999999999997,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
CUST0000997160,1,1.9100000000000001,85,583,0.011764705882352941,0.022470588235294121,1.9100000000000001,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CUST0000788402,1,25.34,85,584,0.011764705882352941,0.29811764705882354,25.34,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
CUST0000071515,1,20.740000000000002,85,587,0.011764705882352941,0.24400000000000002,20.740000000000002,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
CUST0000105694,1,0.34,85,588,0.011764705882352941,0.004,0.34,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000495463,1,60.96,85,588,0.011764705882352941,0.7171764705882353,60.96,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
CUST0000650658,1,3.07,85,585,0.011764705882352941,0.036117647058823525,3.07,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
CUST0000404726,1,17.54,85,588,0.011764705882352941,0.20635294117647057,17.54,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
CUST0000574268,1,7.8800000000000008,85,588,0.011764705882352941,0.09270588235294118,7.8800000000000008,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
CUST0000212238,1,3.6399999999999997,85,584,0.011764705882352941,0.042823529411764705,3.6399999999999997,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
CUST0000472804,1,3.81,85,584,0.011764705882352941,0.044823529411764707,3.81,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
CUST0000130759,1,0.42,84,579,0.011904761904761904,0.005,0.42,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000334362,1,2.39,84,578,0.011904761904761904,0.028452380952380955,2.39,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
CUST0000613236,1,1.83,84,579,0.011904761904761904,0.021785714285714287,1.83,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
CUST0000800019,1,13.010000000000002,84,580,0.011904761904761904,0.1548809523809524,13.010000000000002,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
CUST0000100937,1,31.060000000000002,84,576,0.011904761904761904,0.36976190476190479,31.060000000000002,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000234852,1,0.28,84,577,0.011904761904761904,0.0033333333333333335,0.28,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
CUST0000341862,1,75.12,84,578,0.011904761904761904,0.89428571428571435,75.12,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
CUST0000090636,1,2.2399999999999998,84,580,0.011904761904761904,0.026666666666666665,2.2399999999999998,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
CUST0000478817,1,2.9699999999999998,84,580,0.011904761904761904,0.035357142857142851,2.9699999999999998,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000109876,1,41.039999999999992,84,582,0.011904761904761904,0.48857142857142849,41.039999999999992,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
CUST0000452214,1,1.21,84,578,0.011904761904761904,0.014404761904761905,1.21,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
CUST0000215713,1,0.68,84,582,0.011904761904761904,0.0080952380952380963,0.68,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
CUST0000202032,1,0.34,84,579,0.011904761904761904,0.0040476190476190482,0.34,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000076985,1,0.75,42,282,0.023809523809523808,0.017857142857142856,0.75,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000859609,1,0.91,42,284,0.023809523809523808,0.021666666666666667,0.91,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
CUST0000812122,1,22.270000000000003,42,284,0.023809523809523808,0.53023809523809529,22.270000000000003,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
CUST0000606874,1,39.70000000000001,42,282,0.023809523809523808,0.94523809523809543,39.70000000000001,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
CUST0000833340,1,21.959999999999997,42,284,0.023809523809523808,0.5228571428571428,21.959999999999997,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
CUST0000261665,1,2.89,42,284,0.023809523809523808,0.0688095238095238,2.89,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000982838,1,0.21,42,288,0.023809523809523808,0.005,0.21,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000203464,1,1.21,42,288,0.023809523809523808,0.028809523809523809,1.21,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
CUST0000884090,1,6.43,42,287,0.023809523809523808,0.15309523809523809,6.43,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000141810,1,7.02,42,287,0.023809523809523808,0.16714285714285712,7.02,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CUST0000244943,1,0.88,42,288,0.023809523809523808,0.020952380952380951,0.88,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
CUST0000541011,1,11.600000000000001,42,283,0.023809523809523808,0.27619047619047621,11.600000000000001,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
CUST0000704298,1,12.200000000000001,42,286,0.023809523809523808,0.2904761904761905,12.200000000000001,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
CUST0000072736,1,0.03,42,288,0.023809523809523808,0.00071428571428571429,0.03,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
CUST0000618203,1,4.81,42,285,0.023809523809523808,0.11452380952380951,4.81,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
CUST0000027176,1,1.11,21,140,0.047619047619047616,0.052857142857142859,1.11,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
CUST0000685661,1,2.84,21,137,0.047619047619047616,0.13523809523809524,2.84,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
CUST0000679627,1,1.73,21,136,0.047619047619047616,0.082380952380952374,1.73,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000348910,1,0.42,21,138,0.047619047619047616,0.02,0.42,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000831613,1,0.88,21,138,0.047619047619047616,0.0419047619047619,0.88,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
CUST0000040538,1,0.86,21,138,0.047619047619047616,0.040952380952380948,0.86,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
CUST0000992592,1,18.24,21,138,0.047619047619047616,0.86857142857142855,18.24,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
CUST0000352219,1,0.87,21,141,0.047619047619047616,0.041428571428571426,0.87,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000246168,1,3.75,21,136,0.047619047619047616,0.17857142857142858,3.75,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
CUST0000775627,1,0.83,21,140,0.047619047619047616,0.039523809523809524,0.83,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
CUST0000543316,1,5.77,21,140,0.047619047619047616,0.27476190476190476,5.77,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
CUST0000067538,1,7.6099999999999994,21,137,0.047619047619047616,0.36238095238095236,7.6099999999999994,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
CUST0000259806,1,2.64,21,139,0.047619047619047616,0.12571428571428572,2.64,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000587295,1,13.940000000000001,21,137,0.047619047619047616,0.66380952380952385,13.940000000000001,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
CUST0000894673,1,4.72,21,137,0.047619047619047616,0.22476190476190475,4.72,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
CUST0000170035,1,6.85,21,136,0.047619047619047616,0.3261904761904762,6.85,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CUST0000072042,1,0.3,21,139,0.047619047619047616,0.014285714285714285,0.3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000431190,1,1.67,21,136,0.047619047619047616,0.079523809523809524,1.67,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000506378,1,0.89,78,534,0.01282051282051282,0.011410256410256411,0.89,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
CUST0000174633,1,14.23,78,536,0.01282051282051282,0.18243589743589744,14.23,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
CUST0000241781,1,14.67,78,536,0.01282051282051282,0.18807692307692309,14.67,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
CUST0000554462,1,0.67,78,536,0.01282051282051282,0.00858974358974359,0.67,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000233463,1,16.099999999999998,78,537,0.01282051282051282,0.20641025641025637,16.099999999999998,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
CUST0000432204,1,4.39,78,538,0.01282051282051282,0.056282051282051278,4.39,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000188382,1,2.98,78,539,0.01282051282051282,0.038205128205128204,2.98,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
CUST0000260178,1,0.63,78,534,0.01282051282051282,0.008076923076923077,0.63,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000472752,1,0.39,78,539,0.01282051282051282,0.005,0.39,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000781088,1,11.899999999999999,78,539,0.01282051282051282,0.15256410256410255,11.899999999999999,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
CUST0000577268,1,0.98,78,536,0.01282051282051282,0.012564102564102564,0.98,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
CUST0000962397,1,1.02,78,534,0.01282051282051282,0.013076923076923078,1.02,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000335195,1,4.02,78,540,0.01282051282051282,0.051538461538461533,4.02,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000529966,1,0.42,78,534,0.01282051282051282,0.0053846153846153844,0.42,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000406043,1,0.43,78,539,0.01282051282051282,0.0055128205128205125,0.43,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
CUST0000720998,1,0.83,78,539,0.01282051282051282,0.010641025641025641,0.83,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
CUST0000089067,1,0.42,39,263,0.02564102564102564,0.010769230769230769,0.42,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
CUST0000602037,1,2.73,39,267,0.02564102564102564,0.069999999999999993,2.73,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000286095,1,3.63,39,267,0.02564102564102564,0.093076923076923071,3.63,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
CUST0000042411,1,21.970000000000002,39,262,0.02564102564102564,0.56333333333333335,21.970000000000002,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000856818,1,4.22,39,262,0.02564102564102564,0.1082051282051282,4.22,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
CUST0000797009,1,1.6800000000000002,39,267,0.02564102564102564,0.043076923076923082,1.6800000000000002,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
CUST0000834526,1,15.68,39,262,0.02564102564102564,0.40205128205128204,15.68,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000397028,1,6.0200000000000005,39,267,0.02564102564102564,0.15435897435897436,6.0200000000000005,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
CUST0000979951,1,10.440000000000001,39,265,0.02564102564102564,0.26769230769230773,10.440000000000001,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
CUST0000180440,1,45.989999999999995,39,267,0.02564102564102564,1.1792307692307691,45.989999999999995,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
CUST0000144026,1,0.39,39,267,0.02564102564102564,0.01,0.39,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000650343,1,0.98,39,267,0.02564102564102564,0.025128205128205128,0.98,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CUST0000722524,1,0.43,39,261,0.02564102564102564,0.011025641025641025,0.43,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000652377,1,1.37,39,265,0.02564102564102564,0.03512820512820513,1.37,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000746146,1,1.21,39,267,0.02564102564102564,0.031025641025641024,1.21,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
CUST0000306622,1,0.29,39,267,0.02564102564102564,0.0074358974358974357,0.29,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
CUST0000042205,1,0.25,39,262,0.02564102564102564,0.00641025641025641,0.25,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
CUST0000342302,1,22.19,39,267,0.02564102564102564,0.568974358974359,22.19,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
CUST0000770745,1,1.12,39,263,0.02564102564102564,0.028717948717948721,1.12,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
CUST0000856822,1,0.57,39,266,0.02564102564102564,0.014615384615384613,0.57,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
CUST0000871223,1,0.21,39,261,0.02564102564102564,0.0053846153846153844,0.21,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000057912,1,1.3900000000000001,39,261,0.02564102564102564,0.035641025641025642,1.3900000000000001,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000354327,1,18.39,39,266,0.02564102564102564,0.47153846153846157,18.39,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
CUST0000804514,1,20.23,39,262,0.02564102564102564,0.51871794871794874,20.23,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
CUST0000038525,1,1.75,72,497,0.013888888888888888,0.024305555555555556,1.75,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CUST0000226699,1,2.11,72,498,0.013888888888888888,0.029305555555555553,2.11,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000163807,1,0.45,72,498,0.013888888888888888,0.00625,0.45,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
CUST0000696592,1,4.76,72,495,0.013888888888888888,0.0661111111111111,4.76,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
CUST0000266761,1,12.62,72,495,0.013888888888888888,0.17527777777777775,12.62,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
CUST0000434476,1,1.18,72,498,0.013888888888888888,0.016388888888888887,1.18,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
CUST0000283802,1,2.23,72,495,0.013888888888888888,0.03097222222222222,2.23,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
CUST0000719277,1,7.0600000000000005,72,495,0.013888888888888888,0.098055555555555562,7.0600000000000005,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
CUST0000857882,1,3,72,494,0.013888888888888888,0.041666666666666664,3,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000729095,1,18.22,72,493,0.013888888888888888,0.25305555555555553,18.22,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
CUST0000351380,1,9.0499999999999989,72,498,0.013888888888888888,0.12569444444444444,9.0499999999999989,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
CUST0000827384,1,0.35,72,498,0.013888888888888888,0.0048611111111111112,0.35,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000093482,1,12.82,72,497,0.013888888888888888,0.17805555555555555,12.82,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
CUST0000446638,1,10.229999999999999,72,493,0.013888888888888888,0.14208333333333331,10.229999999999999,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000241607,1,6.95,72,494,0.013888888888888888,0.096527777777777782,6.95,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000712135,1,1.82,72,497,0.013888888888888888,0.025277777777777777,1.82,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000658375,1,10.83,72,492,0.013888888888888888,0.15041666666666667,10.83,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000244191,1,3.79,72,495,0.013888888888888888,0.052638888888888888,3.79,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
CUST0000806500,1,10.370000000000001,72,497,0.013888888888888888,0.14402777777777778,10.370000000000001,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
CUST0000903962,1,1.16,72,496,0.013888888888888888,0.016111111111111111,1.16,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000196176,1,0.01,36,242,0.027777777777777776,0.00027777777777777778,0.01,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
CUST0000776350,1,10.63,36,244,0.027777777777777776,0.29527777777777781,10.63,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
CUST0000238552,1,37.149999999999991,36,246,0.027777777777777776,1.0319444444444441,37.149999999999991,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
CUST0000735488,1,4.23,36,246,0.027777777777777776,0.11750000000000001,4.23,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
CUST0000116931,1,8.8999999999999986,36,243,0.027777777777777776,0.24722222222222218,8.8999999999999986,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
CUST0000983772,1,2.25,36,241,0.027777777777777776,0.0625,2.25,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000248942,1,0.35,36,242,0.027777777777777776,0.0097222222222222224,0.35,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
CUST0000502398,1,3.66,36,246,0.027777777777777776,0.10166666666666667,3.66,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000619454,1,4.6400000000000006,36,245,0.027777777777777776,0.12888888888888891,4.6400000000000006,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000813867,1,4.37,36,243,0.027777777777777776,0.12138888888888889,4.37,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000462776,1,0.87,36,244,0.027777777777777776,0.024166666666666666,0.87,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
CUST0000983493,1,2.23,36,243,0.027777777777777776,0.061944444444444441,2.23,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
CUST0000785656,1,1.35,36,240,0.027777777777777776,0.037500000000000006,1.35,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
CUST0000780900,1,3.92,36,244,0.027777777777777776,0.10888888888888888,3.92,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
CUST0000489897,1,1.19,36,243,0.027777777777777776,0.033055555555555553,1.19,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000140076,1,6.6500000000000012,36,246,0.027777777777777776,0.18472222222222226,6.6500000000000012,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000277518,1,93.61,36,242,0.027777777777777776,2.6002777777777779,93.61,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
CUST0000009065,1,1.6700000000000002,36,243,0.027777777777777776,0.046388888888888896,1.6700000000000002,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CUST0000166678,1,1.31,36,246,0.027777777777777776,0.036388888888888887,1.31,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
